ml,mAU
10.067,12.09517
10.068,12.09114
10.069,12.08554
10.07,12.07984
10.07,12.07593
10.071,12.06956
10.072,12.06392
10.073,12.0611
10.074,12.05864
10.075,12.0533
10.075,12.0487
10.076,12.04384
10.077,12.03942
10.078,12.03441
10.079,12.03085
10.08,12.02522
10.08,12.02166
10.081,12.01749
10.082,12.01399
10.083,12.01085
10.084,12.00669
10.085,12.00271
10.085,11.99885
10.086,11.99539
10.087,11.99201
10.088,11.98559
10.089,11.97924
10.09,11.9749
10.09,11.97021
10.091,11.96472
10.092,11.96227
10.093,11.95989
10.094,11.95481
10.095,11.95033
10.095,11.9478
10.096,11.94509
10.097,11.94113
10.098,11.93617
10.099,11.93315
10.099,11.92788
10.1,11.92527
10.101,11.92177
10.102,11.91733
10.103,11.91317
10.104,11.9081
10.104,11.90371
10.105,11.90056
10.106,11.89644
10.107,11.89378
10.108,11.89097
10.109,11.88888
10.109,11.88714
10.11,11.8848
10.111,11.8822
10.112,11.87856
10.113,11.8751
10.114,11.87121
10.114,11.86815
10.115,11.86614
10.116,11.86343
10.117,11.85922
10.118,11.85612
10.119,11.85494
10.119,11.85233
10.12,11.84995
10.121,11.84794
10.122,11.84469
10.123,11.84251
10.124,11.83925
10.124,11.83725
10.125,11.83557
10.126,11.83273
10.127,11.83142
10.128,11.83001
10.129,11.82699
10.129,11.82506
10.13,11.8221
10.131,11.81766
10.132,11.81416
10.133,11.81227
10.134,11.81019
10.134,11.80832
10.135,11.80619
10.136,11.80227
10.137,11.80044
10.138,11.80031
10.139,11.79981
10.139,11.79762
10.14,11.79536
10.141,11.79337
10.142,11.7921
10.143,11.79049
10.144,11.78904
10.144,11.78862
10.145,11.78837
10.146,11.78746
10.147,11.7872
10.148,11.78639
10.149,11.78505
10.149,11.78482
10.15,11.78374
10.151,11.78351
10.152,11.78434
10.153,11.78435
10.154,11.78427
10.154,11.78506
10.155,11.78431
10.156,11.78249
10.157,11.78264
10.158,11.78085
10.159,11.78
10.159,11.77988
10.16,11.7807
10.161,11.78083
10.162,11.78084
10.163,11.78062
10.164,11.78051
10.164,11.78039
10.165,11.78045
10.166,11.77937
10.167,11.77975
10.168,11.77961
10.169,11.7783
10.169,11.7767
10.17,11.7758
10.171,11.77594
10.172,11.77496
10.173,11.77356
10.174,11.7728
10.174,11.77395
10.175,11.77405
10.176,11.77418
10.177,11.77525
10.178,11.77511
10.179,11.77533
10.179,11.77606
10.18,11.77455
10.181,11.77246
10.182,11.77178
10.183,11.77207
10.184,11.77142
10.184,11.77177
10.185,11.77269
10.186,11.77369
10.187,11.77391
10.188,11.77325
10.189,11.77336
10.189,11.77401
10.19,11.77524
10.191,11.77517
10.192,11.77519
10.193,11.77732
10.193,11.77929
10.194,11.78031
10.195,11.7802
10.196,11.77986
10.197,11.77921
10.198,11.78017
10.198,11.7839
10.199,11.78598
10.2,11.78645
10.201,11.78855
10.202,11.79083
10.203,11.79233
10.203,11.79393
10.204,11.79587
10.205,11.79592
10.206,11.7946
10.207,11.79436
10.208,11.7954
10.208,11.79646
10.209,11.79817
10.21,11.80013
10.211,11.80129
10.212,11.80275
10.213,11.80425
10.213,11.80487
10.214,11.80404
10.215,11.80346
10.216,11.80469
10.217,11.80621
10.218,11.80716
10.218,11.80763
10.219,11.80634
10.22,11.80556
10.221,11.80621
10.222,11.80725
10.223,11.80875
10.223,11.80909
10.224,11.81037
10.225,11.81067
10.226,11.81167
10.227,11.81473
10.228,11.81723
10.228,11.81883
10.229,11.81942
10.23,11.8188
10.231,11.81879
10.232,11.82042
10.233,11.82171
10.233,11.82196
10.234,11.82414
10.235,11.82747
10.236,11.83164
10.237,11.83335
10.238,11.83308
10.238,11.83446
10.239,11.83723
10.24,11.83792
10.241,11.83937
10.242,11.83974
10.243,11.83901
10.243,11.83838
10.244,11.83983
10.245,11.83985
10.246,11.83969
10.247,11.83984
10.248,11.84024
10.248,11.84113
10.249,11.84301
10.25,11.84529
10.251,11.84657
10.252,11.84702
10.253,11.84802
10.253,11.84979
10.254,11.85332
10.255,11.85458
10.256,11.85516
10.257,11.85567
10.258,11.85738
10.258,11.85997
10.259,11.86137
10.26,11.86191
10.261,11.86442
10.262,11.86657
10.263,11.86929
10.263,11.87238
10.264,11.87539
10.265,11.87789
10.266,11.88146
10.267,11.88604
10.268,11.88919
10.268,11.89057
10.269,11.89187
10.27,11.89337
10.271,11.89515
10.272,11.89781
10.273,11.90111
10.273,11.90358
10.274,11.90556
10.275,11.90754
10.276,11.90938
10.277,11.91044
10.278,11.91296
10.278,11.91532
10.279,11.91657
10.28,11.91767
10.281,11.92009
10.282,11.92191
10.283,11.92491
10.283,11.92607
10.284,11.92725
10.285,11.9292
10.286,11.93057
10.287,11.93157
10.287,11.93382
10.288,11.93719
10.289,11.94164
10.29,11.94458
10.291,11.94786
10.292,11.95113
10.292,11.95589
10.293,11.95784
10.294,11.95963
10.295,11.96179
10.296,11.96234
10.297,11.96473
10.297,11.96901
10.298,11.97101
10.299,11.97178
10.3,11.97467
10.301,11.97772
10.302,11.97946
10.302,11.98127
10.303,11.9831
10.304,11.98672
10.305,11.98879
10.306,11.99121
10.307,11.9948
10.307,11.99726
10.308,11.99822
10.309,11.99918
10.31,12.00016
10.311,12.00148
10.312,12.00187
10.312,12.00306
10.313,12.00381
10.314,12.00527
10.315,12.00522
10.316,12.00669
10.317,12.00967
10.317,12.01208
10.318,12.01354
10.319,12.01569
10.32,12.0193
10.321,12.02194
10.322,12.02598
10.322,12.03017
10.323,12.03319
10.324,12.03595
10.325,12.03742
10.326,12.0394
10.327,12.04148
10.327,12.04163
10.328,12.04283
10.329,12.04583
10.33,12.04673
10.331,12.04861
10.332,12.05095
10.332,12.05183
10.333,12.05328
10.334,12.05561
10.335,12.05829
10.336,12.06386
10.337,12.06672
10.337,12.06778
10.338,12.06906
10.339,12.07096
10.34,12.0732
10.341,12.07578
10.342,12.07806
10.342,12.08031
10.343,12.08089
10.344,12.08239
10.345,12.08295
10.346,12.08629
10.347,12.09104
10.347,12.09183
10.348,12.09475
10.349,12.09851
10.35,12.1004
10.351,12.10235
10.352,12.10349
10.352,12.10571
10.353,12.1098
10.354,12.11381
10.355,12.1166
10.356,12.118
10.357,12.11903
10.357,12.12407
10.358,12.12606
10.359,12.12894
10.36,12.12963
10.361,12.13229
10.362,12.13436
10.362,12.13548
10.363,12.13636
10.364,12.13921
10.365,12.14264
10.366,12.14633
10.367,12.14897
10.367,12.15107
10.368,12.15385
10.369,12.15743
10.37,12.15949
10.371,12.16133
10.372,12.16555
10.372,12.17011
10.373,12.17259
10.374,12.17546
10.375,12.17929
10.376,12.18131
10.377,12.18494
10.377,12.18875
10.378,12.19105
10.379,12.19676
10.38,12.19897
10.381,12.20283
10.381,12.20651
10.382,12.20957
10.383,12.2147
10.384,12.22015
10.385,12.22218
10.386,12.22503
10.386,12.22754
10.387,12.23012
10.388,12.23087
10.389,12.23365
10.39,12.23427
10.391,12.23702
10.391,12.24101
10.392,12.24286
10.393,12.24529
10.394,12.24989
10.395,12.25254
10.396,12.25307
10.396,12.25601
10.397,12.25801
10.398,12.25698
10.399,12.25892
10.4,12.25931
10.401,12.26232
10.401,12.26439
10.402,12.26602
10.403,12.26834
10.404,12.26996
10.405,12.27222
10.406,12.27734
10.406,12.279
10.407,12.2826
10.408,12.28374
10.409,12.28816
10.41,12.29241
10.411,12.29702
10.411,12.29845
10.412,12.30119
10.413,12.30301
10.414,12.30571
10.415,12.30714
10.416,12.30967
10.416,12.31151
10.417,12.3149
10.418,12.31825
10.419,12.32229
10.42,12.32245
10.421,12.32626
10.421,12.32829
10.422,12.33146
10.423,12.33293
10.424,12.33498
10.425,12.33779
10.426,12.33841
10.426,12.33895
10.427,12.34271
10.428,12.34244
10.429,12.34557
10.43,12.34811
10.431,12.35083
10.431,12.35173
10.432,12.35416
10.433,12.35531
10.434,12.3582
10.435,12.35901
10.436,12.36131
10.436,12.36317
10.437,12.36549
10.438,12.36701
10.439,12.36974
10.44,12.3723
10.441,12.37781
10.441,12.37998
10.442,12.38325
10.443,12.38481
10.444,12.38648
10.445,12.38868
10.446,12.38904
10.446,12.39005
10.447,12.39329
10.448,12.39462
10.449,12.39785
10.45,12.39937
10.451,12.39889
10.451,12.40102
10.452,12.40269
10.453,12.40596
10.454,12.40928
10.455,12.41161
10.456,12.41419
10.456,12.41548
10.457,12.41875
10.458,12.4214
10.459,12.4218
10.46,12.42269
10.461,12.42534
10.461,12.42634
10.462,12.42756
10.463,12.42911
10.464,12.4309
10.465,12.43384
10.466,12.43554
10.466,12.43869
10.467,12.44262
10.468,12.44448
10.469,12.44851
10.47,12.45048
10.471,12.45291
10.471,12.45486
10.472,12.45626
10.473,12.45994
10.474,12.46109
10.475,12.46414
10.475,12.46711
10.476,12.46776
10.477,12.47059
10.478,12.47154
10.479,12.47333
10.48,12.47781
10.48,12.48034
10.481,12.48208
10.482,12.48339
10.483,12.4866
10.484,12.4884
10.485,12.48992
10.485,12.49114
10.486,12.49125
10.487,12.49236
10.488,12.49326
10.489,12.49526
10.49,12.49516
10.49,12.4959
10.491,12.49788
10.492,12.50163
10.493,12.50248
10.494,12.50251
10.495,12.50475
10.495,12.50604
10.496,12.50671
10.497,12.50883
10.498,12.51161
10.499,12.51293
10.5,12.51434
10.5,12.51538
10.501,12.51757
10.502,12.51857
10.503,12.52063
10.504,12.52138
10.505,12.52247
10.505,12.52496
10.506,12.52681
10.507,12.52885
10.508,12.53055
10.509,12.53151
10.51,12.53169
10.51,12.5334
10.511,12.5358
10.512,12.53804
10.513,12.53837
10.514,12.53986
10.515,12.54254
10.515,12.54285
10.516,12.54254
10.517,12.54352
10.518,12.54444
10.519,12.54523
10.52,12.54788
10.52,12.54879
10.521,12.54913
10.522,12.55036
10.523,12.55177
10.524,12.55239
10.525,12.55378
10.525,12.5532
10.526,12.55328
10.527,12.55406
10.528,12.55469
10.529,12.55599
10.53,12.55726
10.53,12.55797
10.531,12.55968
10.532,12.56155
10.533,12.56067
10.534,12.56143
10.535,12.56378
10.535,12.56436
10.536,12.56497
10.537,12.566
10.538,12.56714
10.539,12.56887
10.54,12.5688
10.54,12.56769
10.541,12.56916
10.542,12.5705
10.543,12.57025
10.544,12.57025
10.545,12.57164
10.545,12.57211
10.546,12.57336
10.547,12.57532
10.548,12.57663
10.549,12.57761
10.55,12.57734
10.55,12.57736
10.551,12.57764
10.552,12.5767
10.553,12.57607
10.554,12.57729
10.555,12.57896
10.555,12.57853
10.556,12.5774
10.557,12.5788
10.558,12.58179
10.559,12.58222
10.56,12.58197
10.56,12.58225
10.561,12.58342
10.562,12.5833
10.563,12.58394
10.564,12.58469
10.565,12.58543
10.565,12.58615
10.566,12.58759
10.567,12.58877
10.568,12.58958
10.569,12.59137
10.569,12.59214
10.57,12.59308
10.571,12.59452
10.572,12.59629
10.573,12.59754
10.574,12.59686
10.574,12.597
10.575,12.59795
10.576,12.59922
10.577,12.60139
10.578,12.60259
10.579,12.60207
10.579,12.60223
10.58,12.60137
10.581,12.60054
10.582,12.60049
10.583,12.60099
10.584,12.6008
10.584,12.60067
10.585,12.60098
10.586,12.60039
10.587,12.60027
10.588,12.59835
10.589,12.59617
10.589,12.59428
10.59,12.5943
10.591,12.59424
10.592,12.59541
10.593,12.59434
10.594,12.59332
10.594,12.59279
10.595,12.5922
10.596,12.59151
10.597,12.59118
10.598,12.59127
10.599,12.59021
10.599,12.58782
10.6,12.58575
10.601,12.5853
10.602,12.58586
10.603,12.58652
10.604,12.58606
10.604,12.58432
10.605,12.58266
10.606,12.58076
10.607,12.57861
10.608,12.57705
10.609,12.57793
10.609,12.57963
10.61,12.5803
10.611,12.58008
10.612,12.57968
10.613,12.57833
10.614,12.57827
10.614,12.57948
10.615,12.57935
10.616,12.57788
10.617,12.57652
10.618,12.57488
10.619,12.57174
10.619,12.5684
10.62,12.56654
10.621,12.56621
10.622,12.56787
10.623,12.56887
10.624,12.56779
10.624,12.56718
10.625,12.56799
10.626,12.56898
10.627,12.5692
10.628,12.57103
10.629,12.57078
10.629,12.56841
10.63,12.56763
10.631,12.56686
10.632,12.56612
10.633,12.5654
10.634,12.56403
10.634,12.56199
10.635,12.56154
10.636,12.56149
10.637,12.56115
10.638,12.55974
10.639,12.55896
10.639,12.55932
10.64,12.56031
10.641,12.56096
10.642,12.56216
10.643,12.5605
10.644,12.55902
10.644,12.5586
10.645,12.55812
10.646,12.55635
10.647,12.55635
10.648,12.55595
10.649,12.55278
10.649,12.54959
10.65,12.54926
10.651,12.54905
10.652,12.54787
10.653,12.5469
10.654,12.54634
10.654,12.54601
10.655,12.54412
10.656,12.54143
10.657,12.53846
10.658,12.53627
10.659,12.53579
10.659,12.53468
10.66,12.53222
10.661,12.52997
10.662,12.52805
10.663,12.5257
10.663,12.52272
10.664,12.51926
10.665,12.51582
10.666,12.513
10.667,12.51064
10.668,12.50759
10.668,12.50529
10.669,12.50443
10.67,12.50303
10.671,12.50044
10.672,12.49638
10.673,12.49202
10.673,12.48822
10.674,12.48486
10.675,12.48138
10.676,12.47851
10.677,12.47567
10.678,12.47331
10.678,12.47085
10.679,12.46754
10.68,12.46441
10.681,12.46224
10.682,12.46042
10.683,12.45887
10.683,12.45689
10.684,12.45412
10.685,12.45232
10.686,12.44913
10.687,12.44464
10.688,12.4417
10.688,12.43957
10.689,12.4366
10.69,12.43495
10.691,12.43334
10.692,12.43075
10.693,12.429
10.693,12.4276
10.694,12.42499
10.695,12.42222
10.696,12.42017
10.697,12.41897
10.698,12.4184
10.698,12.41733
10.699,12.41547
10.7,12.41272
10.701,12.41015
10.702,12.40845
10.703,12.40637
10.703,12.40246
10.704,12.39849
10.705,12.39534
10.706,12.39185
10.707,12.38887
10.708,12.38855
10.708,12.38669
10.709,12.38438
10.71,12.38121
10.711,12.37838
10.712,12.37401
10.713,12.37118
10.713,12.36729
10.714,12.36421
10.715,12.3611
10.716,12.35819
10.717,12.35463
10.718,12.35103
10.718,12.34655
10.719,12.34273
10.72,12.34075
10.721,12.33926
10.722,12.33817
10.723,12.33635
10.723,12.3331
10.724,12.33109
10.725,12.32957
10.726,12.32784
10.727,12.32661
10.728,12.32488
10.728,12.32244
10.729,12.31926
10.73,12.31597
10.731,12.3127
10.732,12.30971
10.733,12.30745
10.733,12.30438
10.734,12.30285
10.735,12.30112
10.736,12.30029
10.737,12.29835
10.738,12.29621
10.738,12.29343
10.739,12.29061
10.74,12.28889
10.741,12.28613
10.742,12.28185
10.743,12.27913
10.743,12.27525
10.744,12.27048
10.745,12.26625
10.746,12.26195
10.747,12.2588
10.748,12.2555
10.748,12.25149
10.749,12.24696
10.75,12.24352
10.751,12.24107
10.752,12.23877
10.753,12.23569
10.753,12.23202
10.754,12.22888
10.755,12.22531
10.756,12.2214
10.757,12.21586
10.757,12.21164
10.758,12.20737
10.759,12.20505
10.76,12.2028
10.761,12.19942
10.762,12.19399
10.762,12.18928
10.763,12.18257
10.764,12.17673
10.765,12.17483
10.766,12.1717
10.767,12.16754
10.767,12.16305
10.768,12.15844
10.769,12.15552
10.77,12.15243
10.771,12.14984
10.772,12.14407
10.772,12.13859
10.773,12.13448
10.774,12.13085
10.775,12.12755
10.776,12.12326
10.777,12.11933
10.777,12.1169
10.778,12.11397
10.779,12.11068
10.78,12.10753
10.781,12.10391
10.782,12.09922
10.782,12.09651
10.783,12.09413
10.784,12.09153
10.785,12.08808
10.786,12.08484
10.787,12.08224
10.787,12.08005
10.788,12.07778
10.789,12.07405
10.79,12.07028
10.791,12.06794
10.792,12.06375
10.792,12.06111
10.793,12.05894
10.794,12.05517
10.795,12.05264
10.796,12.04804
10.797,12.04333
10.797,12.04084
10.798,12.03609
10.799,12.03195
10.8,12.02821
10.801,12.02391
10.802,12.01952
10.802,12.01406
10.803,12.00969
10.804,12.00741
10.805,12.00535
10.806,12.00346
10.807,11.99865
10.807,11.99294
10.808,11.98841
10.809,11.9843
10.81,11.9803
10.811,11.97737
10.812,11.97046
10.812,11.96546
10.813,11.96129
10.814,11.95703
10.815,11.95167
10.816,11.94632
10.817,11.94247
10.817,11.93998
10.818,11.93449
10.819,11.93183
10.82,11.92947
10.821,11.92605
10.822,11.92042
10.822,11.91601
10.823,11.91211
10.824,11.90949
10.825,11.90662
10.826,11.90362
10.827,11.89783
10.827,11.89537
10.828,11.89328
10.829,11.89038
10.83,11.88671
10.831,11.88427
10.832,11.88008
10.832,11.87796
10.833,11.87447
10.834,11.86999
10.835,11.86543
10.836,11.86361
10.837,11.86007
10.837,11.85732
10.838,11.85382
10.839,11.84927
10.84,11.84504
10.841,11.84131
10.842,11.8363
10.842,11.83053
10.843,11.82563
10.844,11.82406
10.845,11.81905
10.846,11.81541
10.847,11.81109
10.847,11.80687
10.848,11.8017
10.849,11.79679
10.85,11.7929
10.851,11.78764
10.851,11.78273
10.852,11.77762
10.853,11.77238
10.854,11.7679
10.855,11.76503
10.856,11.76092
10.856,11.7556
10.857,11.75065
10.858,11.74611
10.859,11.74107
10.86,11.73792
10.861,11.73324
10.861,11.7275
10.862,11.7229
10.863,11.72082
10.864,11.71796
10.865,11.71327
10.866,11.7103
10.866,11.70347
10.867,11.69784
10.868,11.69553
10.869,11.6934
10.87,11.6891
10.871,11.68396
10.871,11.68264
10.872,11.68105
10.873,11.67687
10.874,11.67411
10.875,11.67229
10.876,11.66713
10.876,11.66277
10.877,11.66073
10.878,11.65702
10.879,11.65144
10.88,11.64923
10.881,11.6448
10.881,11.63925
10.882,11.63571
10.883,11.63214
10.884,11.62948
10.885,11.62622
10.886,11.62276
10.886,11.61813
10.887,11.61564
10.888,11.61264
10.889,11.60862
10.89,11.60383
10.891,11.60132
10.891,11.59901
10.892,11.59513
10.893,11.59263
10.894,11.59086
10.895,11.5875
10.896,11.5836
10.896,11.58148
10.897,11.57844
10.898,11.57388
10.899,11.57168
10.9,11.57015
10.901,11.56905
10.901,11.56733
10.902,11.5688
10.903,11.56599
10.904,11.56282
10.905,11.5587
10.906,11.5564
10.906,11.55302
10.907,11.55105
10.908,11.54941
10.909,11.54788
10.91,11.54473
10.911,11.54172
10.911,11.54048
10.912,11.53803
10.913,11.53487
10.914,11.53123
10.915,11.52741
10.916,11.52276
10.916,11.52126
10.917,11.51952
10.918,11.51805
10.919,11.51473
10.92,11.51283
10.921,11.51001
10.921,11.50592
10.922,11.50326
10.923,11.49842
10.924,11.49562
10.925,11.49516
10.926,11.49329
10.926,11.49185
10.927,11.4895
10.928,11.48787
10.929,11.48599
10.93,11.48307
10.931,11.48082
10.931,11.47828
10.932,11.4748
10.933,11.47254
10.934,11.46862
10.935,11.46393
10.936,11.46261
10.936,11.46196
10.937,11.45946
10.938,11.45577
10.939,11.45165
10.94,11.44983
10.94,11.44904
10.941,11.44816
10.942,11.44631
10.943,11.44399
10.944,11.44182
10.945,11.44139
10.945,11.43986
10.946,11.43836
10.947,11.43412
10.948,11.43134
10.949,11.42788
10.95,11.42418
10.95,11.42201
10.951,11.41982
10.952,11.41657
10.953,11.41513
10.954,11.41378
10.955,11.41125
10.955,11.40975
10.956,11.40747
10.957,11.40615
10.958,11.40415
10.959,11.40431
10.96,11.40338
10.96,11.40204
10.961,11.39723
10.962,11.39306
10.963,11.39067
10.964,11.38802
10.965,11.38602
10.965,11.38212
10.966,11.37827
10.967,11.37662
10.968,11.37707
10.969,11.37643
10.97,11.37663
10.97,11.37457
10.971,11.37153
10.972,11.36956
10.973,11.36939
10.974,11.36795
10.975,11.36634
10.975,11.36774
10.976,11.36846
10.977,11.36833
10.978,11.36773
10.979,11.3658
10.98,11.36329
10.98,11.3632
10.981,11.3634
10.982,11.36229
10.983,11.36246
10.984,11.36298
10.985,11.36392
10.985,11.3629
10.986,11.36357
10.987,11.36374
10.988,11.36347
10.989,11.36341
10.99,11.36264
10.99,11.36134
10.991,11.36232
10.992,11.36243
10.993,11.36195
10.994,11.36223
10.995,11.36313
10.995,11.36169
10.996,11.3583
10.997,11.35564
10.998,11.35518
10.999,11.35454
11,11.35542
11,11.35538
11.001,11.35411
11.002,11.35408
11.003,11.35456
11.004,11.35437
11.005,11.35464
11.005,11.35311
11.006,11.35316
11.007,11.35283
11.008,11.35235
11.009,11.35385
11.01,11.35315
11.01,11.3552
11.011,11.35582
11.012,11.35472
11.013,11.35433
11.014,11.35713
11.015,11.35804
11.015,11.35882
11.016,11.3592
11.017,11.3623
11.018,11.36468
11.019,11.36313
11.02,11.36346
11.02,11.36388
11.021,11.36479
11.022,11.36555
11.023,11.36576
11.024,11.36701
11.025,11.36928
11.025,11.36955
11.026,11.3706
11.027,11.37318
11.028,11.37373
11.029,11.37673
11.03,11.37899
11.03,11.38054
11.031,11.38117
11.032,11.38206
11.033,11.38431
11.034,11.38788
11.034,11.38983
11.035,11.39122
11.036,11.39287
11.037,11.3953
11.038,11.39702
11.039,11.3981
11.039,11.39991
11.04,11.40236
11.041,11.40475
11.042,11.4079
11.043,11.41087
11.044,11.41354
11.044,11.4166
11.045,11.41793
11.046,11.42036
11.047,11.42225
11.048,11.42242
11.049,11.4243
11.049,11.42457
11.05,11.42566
11.051,11.42746
11.052,11.42925
11.053,11.43101
11.054,11.43354
11.054,11.43499
11.055,11.43544
11.056,11.43641
11.057,11.43829
11.058,11.44187
11.059,11.44473
11.059,11.44639
11.06,11.45032
11.061,11.45402
11.062,11.45715
11.063,11.45885
11.064,11.45978
11.064,11.46179
11.065,11.46399
11.066,11.46685
11.067,11.46944
11.068,11.47337
11.069,11.47616
11.069,11.47998
11.07,11.48426
11.071,11.48844
11.072,11.49216
11.073,11.49683
11.074,11.50158
11.074,11.50592
11.075,11.50956
11.076,11.5128
11.077,11.51653
11.078,11.51968
11.079,11.52111
11.079,11.52277
11.08,11.52696
11.081,11.53115
11.082,11.53374
11.083,11.53761
11.084,11.54264
11.084,11.5478
11.085,11.55219
11.086,11.55589
11.087,11.56005
11.088,11.56473
11.089,11.56847
11.089,11.57346
11.09,11.57834
11.091,11.58158
11.092,11.58555
11.093,11.5892
11.094,11.59262
11.094,11.59724
11.095,11.60172
11.096,11.60588
11.097,11.61072
11.098,11.61592
11.099,11.62216
11.099,11.62892
11.1,11.63571
11.101,11.64137
11.102,11.64731
11.103,11.65317
11.104,11.65773
11.104,11.66268
11.105,11.66978
11.106,11.67667
11.107,11.681
11.108,11.68618
11.109,11.69309
11.109,11.70026
11.11,11.70811
11.111,11.71642
11.112,11.72368
11.113,11.72951
11.114,11.73607
11.114,11.74286
11.115,11.74934
11.116,11.75553
11.117,11.76134
11.118,11.76858
11.119,11.77566
11.119,11.78172
11.12,11.78855
11.121,11.79629
11.122,11.80422
11.123,11.81144
11.124,11.81944
11.124,11.82704
11.125,11.8333
11.126,11.83832
11.127,11.8457
11.128,11.85535
11.128,11.86266
11.129,11.868
11.13,11.87355
11.131,11.87982
11.132,11.88636
11.133,11.89398
11.133,11.90214
11.134,11.90969
11.135,11.91701
11.136,11.92366
11.137,11.92971
11.138,11.93805
11.138,11.94605
11.139,11.95151
11.14,11.95835
11.141,11.96521
11.142,11.97023
11.143,11.97528
11.143,11.98196
11.144,11.98942
11.145,11.99584
11.146,12.00336
11.147,12.01118
11.148,12.01866
11.148,12.02588
11.149,12.034
11.15,12.04277
11.151,12.0522
11.152,12.06078
11.153,12.06735
11.153,12.0739
11.154,12.08257
11.155,12.09215
11.156,12.10156
11.157,12.11
11.158,12.11869
11.158,12.12567
11.159,12.1341
11.16,12.14495
11.161,12.15435
11.162,12.16449
11.163,12.17572
11.163,12.18615
11.164,12.19503
11.165,12.20338
11.166,12.21239
11.167,12.22114
11.168,12.23033
11.168,12.23916
11.169,12.2483
11.17,12.2573
11.171,12.26524
11.172,12.27338
11.173,12.2822
11.173,12.2926
11.174,12.30348
11.175,12.31299
11.176,12.32253
11.177,12.33282
11.178,12.34361
11.178,12.35446
11.179,12.36475
11.18,12.37437
11.181,12.38368
11.182,12.39235
11.183,12.40016
11.183,12.40743
11.184,12.41674
11.185,12.42659
11.186,12.43589
11.187,12.44685
11.188,12.45902
11.188,12.47004
11.189,12.48262
11.19,12.4925
11.191,12.5027
11.192,12.51493
11.193,12.52716
11.193,12.53755
11.194,12.54906
11.195,12.55876
11.196,12.56823
11.197,12.57843
11.198,12.58846
11.198,12.59771
11.199,12.60872
11.2,12.62109
11.201,12.63284
11.202,12.64289
11.203,12.65524
11.203,12.66836
11.204,12.68152
11.205,12.69434
11.206,12.7068
11.207,12.7195
11.208,12.73124
11.208,12.74205
11.209,12.75383
11.21,12.76569
11.211,12.77796
11.212,12.79024
11.213,12.80268
11.213,12.81557
11.214,12.82849
11.215,12.84044
11.216,12.85296
11.217,12.86575
11.218,12.87835
11.218,12.89165
11.219,12.90583
11.22,12.91852
11.221,12.9307
11.222,12.9445
11.222,12.95894
11.223,12.97117
11.224,12.98351
11.225,12.9962
11.226,13.00857
11.227,13.01989
11.227,13.0328
11.228,13.04631
11.229,13.05964
11.23,13.07217
11.231,13.08388
11.232,13.097
11.232,13.10997
11.233,13.12173
11.234,13.13286
11.235,13.1439
11.236,13.15505
11.237,13.16707
11.237,13.18102
11.238,13.19481
11.239,13.20704
11.24,13.21965
11.241,13.23243
11.242,13.24534
11.242,13.25785
11.243,13.27018
11.244,13.28577
11.245,13.29904
11.246,13.31147
11.247,13.32346
11.247,13.33709
11.248,13.35158
11.249,13.36417
11.25,13.37928
11.251,13.39309
11.252,13.4085
11.252,13.42389
11.253,13.43959
11.254,13.45384
11.255,13.47019
11.256,13.48493
11.257,13.50087
11.257,13.51696
11.258,13.53026
11.259,13.54327
11.26,13.55795
11.261,13.57289
11.262,13.58673
11.262,13.60003
11.263,13.61541
11.264,13.63059
11.265,13.64402
11.266,13.65794
11.267,13.67301
11.267,13.68855
11.268,13.70387
11.269,13.71814
11.27,13.73294
11.271,13.74765
11.272,13.76072
11.272,13.77334
11.273,13.78711
11.274,13.8004
11.275,13.81469
11.276,13.82857
11.277,13.84369
11.277,13.85694
11.278,13.87011
11.279,13.88583
11.28,13.90132
11.281,13.91438
11.282,13.92883
11.282,13.94466
11.283,13.96055
11.284,13.97504
11.285,13.98952
11.286,14.0048
11.287,14.02126
11.287,14.03535
11.288,14.04896
11.289,14.06365
11.29,14.07819
11.291,14.09286
11.292,14.10662
11.292,14.12283
11.293,14.13857
11.294,14.15479
11.295,14.16996
11.296,14.18642
11.297,14.20203
11.297,14.21739
11.298,14.23337
11.299,14.25011
11.3,14.26654
11.301,14.2829
11.302,14.30037
11.302,14.31502
11.303,14.33041
11.304,14.348
11.305,14.36411
11.306,14.37913
11.307,14.39247
11.307,14.40689
11.308,14.42349
11.309,14.43956
11.31,14.45646
11.311,14.47155
11.312,14.48632
11.312,14.50137
11.313,14.51833
11.314,14.53497
11.315,14.54867
11.316,14.56391
11.316,14.57991
11.317,14.59473
11.318,14.60905
11.319,14.62455
11.32,14.6392
11.321,14.65365
11.321,14.66755
11.322,14.68299
11.323,14.69955
11.324,14.71472
11.325,14.72779
11.326,14.7436
11.326,14.75853
11.327,14.7755
11.328,14.79267
11.329,14.80887
11.33,14.82437
11.331,14.83936
11.331,14.85559
11.332,14.87232
11.333,14.88765
11.334,14.90306
11.335,14.91742
11.336,14.93543
11.336,14.9521
11.337,14.96704
11.338,14.9828
11.339,15.00054
11.34,15.01461
11.341,15.03174
11.341,15.04898
11.342,15.06456
11.343,15.07909
11.344,15.09389
11.345,15.10786
11.346,15.12512
11.346,15.14199
11.347,15.15997
11.348,15.1767
11.349,15.19152
11.35,15.20649
11.351,15.22467
11.351,15.24029
11.352,15.25442
11.353,15.27166
11.354,15.28841
11.355,15.30373
11.356,15.32221
11.356,15.33688
11.357,15.35472
11.358,15.37175
11.359,15.38969
11.36,15.40479
11.361,15.42282
