ml,mAU
5.42,-1.492794
5.421,-1.493951
5.422,-1.492275
5.423,-1.490726
5.424,-1.49182
5.424,-1.493068
5.425,-1.493402
5.426,-1.493632
5.427,-1.493341
5.428,-1.491834
5.429,-1.490584
5.429,-1.48923
5.43,-1.488399
5.431,-1.487888
5.432,-1.487391
5.433,-1.487757
5.434,-1.487735
5.434,-1.487838
5.435,-1.489136
5.436,-1.490323
5.437,-1.4902
5.438,-1.491249
5.439,-1.492195
5.439,-1.492919
5.44,-1.494013
5.441,-1.49307
5.442,-1.491787
5.443,-1.492266
5.444,-1.492603
5.444,-1.492649
5.445,-1.492438
5.446,-1.492165
5.447,-1.491364
5.448,-1.490905
5.449,-1.491281
5.449,-1.491834
5.45,-1.492604
5.451,-1.493338
5.452,-1.493509
5.453,-1.49364
5.454,-1.492866
5.454,-1.492053
5.455,-1.491803
5.456,-1.49119
5.457,-1.490656
5.458,-1.491142
5.459,-1.491276
5.459,-1.490157
5.46,-1.489711
5.461,-1.489686
5.462,-1.490612
5.463,-1.491354
5.464,-1.491603
5.464,-1.492006
5.465,-1.492352
5.466,-1.492798
5.467,-1.492598
5.468,-1.491595
5.469,-1.491029
5.469,-1.490916
5.47,-1.491697
5.471,-1.49227
5.472,-1.492999
5.473,-1.493971
5.474,-1.494239
5.474,-1.493761
5.475,-1.49401
5.476,-1.494242
5.477,-1.492934
5.478,-1.49084
5.479,-1.489846
5.479,-1.488419
5.48,-1.48932
5.481,-1.489444
5.482,-1.488304
5.483,-1.48705
5.484,-1.48635
5.484,-1.486543
5.485,-1.485877
5.486,-1.486094
5.487,-1.486315
5.488,-1.486634
5.489,-1.486728
5.489,-1.487704
5.49,-1.48838
5.491,-1.487863
5.492,-1.486777
5.493,-1.485839
5.494,-1.485723
5.494,-1.486816
5.495,-1.487456
5.496,-1.487373
5.497,-1.488531
5.498,-1.490485
5.499,-1.490737
5.499,-1.492343
5.5,-1.492585
5.501,-1.491113
5.502,-1.491499
5.503,-1.492002
5.504,-1.493376
5.504,-1.494167
5.505,-1.493748
5.506,-1.493903
5.507,-1.493565
5.508,-1.493216
5.509,-1.492794
5.509,-1.493451
5.51,-1.493921
5.511,-1.494553
5.512,-1.495482
5.513,-1.496532
5.514,-1.498003
5.514,-1.497844
5.515,-1.496555
5.516,-1.497001
5.517,-1.498311
5.518,-1.498081
5.518,-1.499003
5.519,-1.500327
5.52,-1.499799
5.521,-1.498211
5.522,-1.499368
5.523,-1.498497
5.523,-1.497328
5.524,-1.496079
5.525,-1.493789
5.526,-1.493091
5.527,-1.494452
5.528,-1.495072
5.528,-1.4956
5.529,-1.497154
5.53,-1.496248
5.531,-1.49497
5.532,-1.493715
5.533,-1.493372
5.533,-1.494769
5.534,-1.494674
5.535,-1.493854
5.536,-1.49397
5.537,-1.494632
5.538,-1.494397
5.538,-1.49411
5.539,-1.491021
5.54,-1.490838
5.541,-1.490167
5.542,-1.491084
5.543,-1.490796
5.543,-1.490872
5.544,-1.491065
5.545,-1.491685
5.546,-1.493512
5.547,-1.494356
5.548,-1.492513
5.548,-1.491809
5.549,-1.491258
5.55,-1.491337
5.551,-1.492172
5.552,-1.492705
5.553,-1.49425
5.553,-1.495547
5.554,-1.493561
5.555,-1.492939
5.556,-1.493699
5.557,-1.494753
5.558,-1.493917
5.558,-1.492847
5.559,-1.49353
5.56,-1.496753
5.561,-1.497448
5.562,-1.497962
5.563,-1.497242
5.563,-1.496615
5.564,-1.497076
5.565,-1.49797
5.566,-1.499029
5.567,-1.49997
5.568,-1.499583
5.568,-1.501305
5.569,-1.502606
5.57,-1.504058
5.571,-1.504259
5.572,-1.50405
5.573,-1.503813
5.573,-1.503062
5.574,-1.501486
5.575,-1.50173
5.576,-1.500595
5.577,-1.50033
5.578,-1.498896
5.578,-1.499544
5.579,-1.499389
5.58,-1.498956
5.581,-1.497809
5.582,-1.497681
5.583,-1.497518
5.583,-1.498237
5.584,-1.498637
5.585,-1.49841
5.586,-1.499022
5.587,-1.497792
5.588,-1.495633
5.588,-1.497274
5.589,-1.495772
5.59,-1.494524
5.591,-1.492521
5.592,-1.491623
5.593,-1.493535
5.593,-1.493774
5.594,-1.493214
5.595,-1.491707
5.596,-1.493069
5.597,-1.49436
5.598,-1.496397
5.598,-1.495028
5.599,-1.495045
5.6,-1.49538
5.601,-1.495401
5.602,-1.493661
5.603,-1.49282
5.603,-1.494019
5.604,-1.494692
5.605,-1.494942
5.606,-1.495188
5.607,-1.495484
5.607,-1.495379
5.608,-1.49508
5.609,-1.49468
5.61,-1.495069
5.611,-1.496441
5.612,-1.498524
5.612,-1.497267
5.613,-1.494202
5.614,-1.493188
5.615,-1.494305
5.616,-1.493821
5.617,-1.491414
5.617,-1.490294
5.618,-1.488676
5.619,-1.489541
5.62,-1.487466
5.621,-1.485942
5.622,-1.485473
5.622,-1.486625
5.623,-1.486295
5.624,-1.485653
5.625,-1.485103
5.626,-1.485804
5.627,-1.485292
5.627,-1.482787
5.628,-1.483933
5.629,-1.483315
5.63,-1.484708
5.631,-1.484831
5.632,-1.48293
5.632,-1.481089
5.633,-1.483851
5.634,-1.485695
5.635,-1.487248
5.636,-1.487401
5.637,-1.488729
5.637,-1.488535
5.638,-1.489674
5.639,-1.489116
5.64,-1.490784
5.641,-1.491835
5.642,-1.491889
5.642,-1.492495
5.643,-1.49273
5.644,-1.492218
5.645,-1.490791
5.646,-1.49097
5.647,-1.488475
5.647,-1.488138
5.648,-1.489559
5.649,-1.487646
5.65,-1.489348
5.651,-1.488154
5.652,-1.488378
5.652,-1.488204
5.653,-1.486932
5.654,-1.483718
5.655,-1.483468
5.656,-1.481927
5.657,-1.481151
5.657,-1.480351
5.658,-1.481367
5.659,-1.48118
5.66,-1.48173
5.661,-1.479475
5.662,-1.479949
5.662,-1.480982
5.663,-1.481902
5.664,-1.481482
5.665,-1.483739
5.666,-1.48475
5.667,-1.484491
5.667,-1.486065
5.668,-1.488228
5.669,-1.488372
5.67,-1.490741
5.671,-1.491391
5.672,-1.49163
5.672,-1.492447
5.673,-1.493859
5.674,-1.495096
5.675,-1.495145
5.676,-1.495499
5.677,-1.497645
5.677,-1.498701
5.678,-1.49943
5.679,-1.501196
5.68,-1.50158
5.681,-1.501073
5.682,-1.502485
5.682,-1.503148
5.683,-1.504848
5.684,-1.504564
5.685,-1.505042
5.686,-1.505029
5.687,-1.504933
5.687,-1.505739
5.688,-1.505494
5.689,-1.504063
5.69,-1.504843
5.691,-1.50493
5.692,-1.504222
5.692,-1.503902
5.693,-1.503955
5.694,-1.505
5.695,-1.506067
5.696,-1.506365
5.697,-1.507199
5.697,-1.506389
5.698,-1.506694
5.699,-1.506885
5.7,-1.507222
5.701,-1.508047
5.701,-1.507832
5.702,-1.5074
5.703,-1.508085
5.704,-1.508209
5.705,-1.510018
5.706,-1.509259
5.706,-1.508609
5.707,-1.508556
5.708,-1.507719
5.709,-1.507606
5.71,-1.507126
5.711,-1.506045
5.711,-1.503772
5.712,-1.503172
5.713,-1.50339
5.714,-1.503247
5.715,-1.502486
5.716,-1.50027
5.716,-1.500109
5.717,-1.497511
5.718,-1.498075
5.719,-1.495301
5.72,-1.495736
5.721,-1.493277
5.721,-1.491758
5.722,-1.491861
5.723,-1.492126
5.724,-1.49293
5.725,-1.492325
5.726,-1.491141
5.726,-1.492189
5.727,-1.491335
5.728,-1.491352
5.729,-1.492123
5.73,-1.493402
5.731,-1.494629
5.731,-1.495552
5.732,-1.498106
5.733,-1.498071
5.734,-1.498102
5.735,-1.496956
5.736,-1.496655
5.736,-1.497574
5.737,-1.499817
5.738,-1.501507
5.739,-1.501893
5.74,-1.50388
5.741,-1.503385
5.741,-1.50436
5.742,-1.505596
5.743,-1.506081
5.744,-1.505138
5.745,-1.50492
5.746,-1.50349
5.746,-1.502459
5.747,-1.499802
5.748,-1.499781
5.749,-1.499824
5.75,-1.498146
5.751,-1.498024
5.751,-1.496842
5.752,-1.49592
5.753,-1.494339
5.754,-1.49281
5.755,-1.493839
5.756,-1.494963
5.756,-1.493221
5.757,-1.49192
5.758,-1.489928
5.759,-1.487681
5.76,-1.486639
5.761,-1.484722
5.761,-1.484079
5.762,-1.483286
5.763,-1.481663
5.764,-1.481663
5.765,-1.481096
5.766,-1.479317
5.766,-1.480289
5.767,-1.479952
5.768,-1.482348
5.769,-1.482224
5.77,-1.481547
5.771,-1.484092
5.771,-1.483613
5.772,-1.4839
5.773,-1.484828
5.774,-1.486163
5.775,-1.487175
5.776,-1.484797
5.776,-1.485153
5.777,-1.484838
5.778,-1.485231
5.779,-1.485112
5.78,-1.48674
5.781,-1.48724
5.781,-1.486311
5.782,-1.48703
5.783,-1.488129
5.784,-1.489405
5.785,-1.490592
5.786,-1.49234
5.786,-1.492308
5.787,-1.492376
5.788,-1.492753
5.789,-1.493517
5.79,-1.493848
5.791,-1.494594
5.791,-1.493555
5.792,-1.49314
5.793,-1.494515
5.794,-1.493994
5.795,-1.493235
5.795,-1.493357
5.796,-1.49426
5.797,-1.493585
5.798,-1.494026
5.799,-1.495272
5.8,-1.496791
5.8,-1.497958
5.801,-1.499127
5.802,-1.500144
5.803,-1.500283
5.804,-1.500519
5.805,-1.500745
5.805,-1.499899
5.806,-1.49847
5.807,-1.498026
5.808,-1.497295
5.809,-1.497066
5.81,-1.497301
5.81,-1.498276
5.811,-1.498999
5.812,-1.499775
5.813,-1.499648
5.814,-1.499449
5.815,-1.500105
5.815,-1.498991
5.816,-1.49955
5.817,-1.499145
5.818,-1.498685
5.819,-1.498882
5.82,-1.497548
5.82,-1.495564
5.821,-1.494675
5.822,-1.493901
5.823,-1.494697
5.824,-1.495043
5.825,-1.494337
5.825,-1.493711
5.826,-1.493417
5.827,-1.494464
5.828,-1.495873
5.829,-1.497082
5.83,-1.497085
5.83,-1.495431
5.831,-1.493222
5.832,-1.493789
5.833,-1.492938
5.834,-1.493197
5.835,-1.491699
5.835,-1.491148
5.836,-1.491278
5.837,-1.490357
5.838,-1.490946
5.839,-1.491529
5.84,-1.490861
5.84,-1.490242
5.841,-1.490794
5.842,-1.491487
5.843,-1.490518
5.844,-1.489758
5.845,-1.490134
5.845,-1.489414
5.846,-1.488618
5.847,-1.489512
5.848,-1.49065
5.849,-1.489387
5.85,-1.486687
5.85,-1.484851
5.851,-1.484763
5.852,-1.485628
5.853,-1.484403
5.854,-1.483375
5.855,-1.483525
5.855,-1.483948
5.856,-1.483796
5.857,-1.483849
5.858,-1.484083
5.859,-1.48291
5.86,-1.483202
5.86,-1.483333
5.861,-1.483921
5.862,-1.484752
5.863,-1.484019
5.864,-1.484669
5.865,-1.484923
5.865,-1.485021
5.866,-1.486352
5.867,-1.487795
5.868,-1.486784
5.869,-1.484553
5.87,-1.48416
5.87,-1.485229
5.871,-1.486619
5.872,-1.486878
5.873,-1.487184
5.874,-1.488333
5.875,-1.489488
5.875,-1.489463
5.876,-1.489052
5.877,-1.49068
5.878,-1.492315
5.879,-1.492911
5.88,-1.493525
5.88,-1.492234
5.881,-1.491839
5.882,-1.491103
5.883,-1.491117
5.884,-1.492301
5.885,-1.492754
5.885,-1.493192
5.886,-1.49181
5.887,-1.490932
5.888,-1.489963
5.889,-1.490018
5.889,-1.491061
5.89,-1.49227
5.891,-1.493527
5.892,-1.494739
5.893,-1.494853
5.894,-1.494843
5.894,-1.494664
5.895,-1.493925
5.896,-1.494383
5.897,-1.495535
5.898,-1.495304
5.899,-1.495454
5.899,-1.494599
5.9,-1.494336
5.901,-1.495795
5.902,-1.497338
5.903,-1.498421
5.904,-1.498301
5.904,-1.497746
5.905,-1.498091
5.906,-1.498541
5.907,-1.499294
5.908,-1.499693
5.909,-1.499549
5.909,-1.50051
5.91,-1.500403
5.911,-1.500221
5.912,-1.499738
5.913,-1.497859
5.914,-1.497272
5.914,-1.49723
5.915,-1.49676
5.916,-1.496406
5.917,-1.495584
5.918,-1.495037
5.919,-1.494297
5.919,-1.492174
5.92,-1.49296
5.921,-1.493723
5.922,-1.493736
5.923,-1.494348
5.924,-1.495852
5.924,-1.496878
5.925,-1.497055
5.926,-1.49632
5.927,-1.495617
5.928,-1.496683
5.929,-1.498441
5.929,-1.499219
5.93,-1.498928
5.931,-1.499645
5.932,-1.50092
5.933,-1.502224
5.934,-1.503824
5.934,-1.505035
5.935,-1.505217
5.936,-1.504421
5.937,-1.505061
5.938,-1.506401
5.939,-1.507061
5.939,-1.507501
5.94,-1.507584
5.941,-1.506163
5.942,-1.505103
5.943,-1.504921
5.944,-1.504177
5.944,-1.503611
5.945,-1.503283
5.946,-1.502053
5.947,-1.501271
5.948,-1.500842
5.949,-1.498896
5.949,-1.496192
5.95,-1.494671
5.951,-1.494305
5.952,-1.495731
5.953,-1.495445
5.954,-1.494662
5.954,-1.494204
5.955,-1.49274
5.956,-1.491208
5.957,-1.49347
5.958,-1.493936
5.959,-1.491914
5.959,-1.491729
5.96,-1.490813
5.961,-1.491439
5.962,-1.49259
5.963,-1.492808
5.964,-1.491422
5.964,-1.49048
5.965,-1.490267
5.966,-1.489643
5.967,-1.489678
5.968,-1.491128
5.969,-1.490587
5.969,-1.492234
5.97,-1.493178
5.971,-1.494202
5.972,-1.494432
5.973,-1.493831
5.974,-1.492634
5.974,-1.492683
5.975,-1.493029
5.976,-1.495305
5.977,-1.496363
5.978,-1.494853
5.979,-1.494092
5.979,-1.494244
5.98,-1.493055
5.981,-1.493705
5.982,-1.494335
5.983,-1.494427
5.983,-1.495497
5.984,-1.496746
5.985,-1.498178
5.986,-1.498348
5.987,-1.498334
5.988,-1.498848
5.988,-1.499387
5.989,-1.500222
5.99,-1.498981
5.991,-1.498905
5.992,-1.497728
5.993,-1.497046
5.993,-1.496697
5.994,-1.497069
5.995,-1.497826
5.996,-1.498766
5.997,-1.498155
5.998,-1.497658
5.998,-1.497693
5.999,-1.498034
6,-1.498628
6.001,-1.498807
6.002,-1.498626
6.003,-1.49918
6.003,-1.499278
6.004,-1.499193
6.005,-1.499931
6.006,-1.499014
6.007,-1.499158
6.008,-1.499618
6.008,-1.499435
6.009,-1.498673
6.01,-1.498023
6.011,-1.49875
6.012,-1.498508
6.013,-1.499761
6.013,-1.498915
6.014,-1.498048
6.015,-1.49825
6.016,-1.496869
6.017,-1.496047
6.018,-1.496086
6.018,-1.495465
6.019,-1.49488
6.02,-1.494394
6.021,-1.492474
6.022,-1.492226
6.023,-1.492262
6.023,-1.490792
6.024,-1.489554
6.025,-1.489095
6.026,-1.489628
6.027,-1.491282
6.028,-1.49015
6.028,-1.48989
6.029,-1.489822
6.03,-1.489655
6.031,-1.490349
6.032,-1.491294
6.033,-1.491142
6.033,-1.490975
6.034,-1.491106
6.035,-1.491998
6.036,-1.491058
6.037,-1.490278
6.038,-1.489543
6.038,-1.489355
6.039,-1.490635
6.04,-1.491138
6.041,-1.492177
6.042,-1.492617
6.043,-1.491949
6.043,-1.490317
6.044,-1.489986
6.045,-1.490576
6.046,-1.490777
6.047,-1.488532
6.048,-1.487022
6.048,-1.488147
6.049,-1.488405
6.05,-1.488273
6.051,-1.488902
6.052,-1.487875
6.053,-1.486517
6.053,-1.485455
6.054,-1.484937
6.055,-1.485797
6.056,-1.485216
6.057,-1.486724
6.058,-1.489721
6.058,-1.489454
6.059,-1.489005
6.06,-1.489046
6.061,-1.489815
6.062,-1.490281
6.063,-1.491578
6.063,-1.492615
6.064,-1.494757
6.065,-1.495405
6.066,-1.496627
6.067,-1.495975
6.068,-1.495508
6.068,-1.496835
6.069,-1.496494
6.07,-1.496244
6.071,-1.496673
6.072,-1.496993
6.073,-1.496748
6.073,-1.4983
6.074,-1.501019
6.075,-1.503897
6.076,-1.504757
6.077,-1.503752
6.077,-1.502627
6.078,-1.501172
6.079,-1.501712
6.08,-1.499494
6.081,-1.498626
6.082,-1.49921
6.082,-1.499174
6.083,-1.498568
6.084,-1.499574
6.085,-1.500433
6.086,-1.499609
6.087,-1.498662
6.087,-1.499004
6.088,-1.500643
6.089,-1.49846
6.09,-1.496709
6.091,-1.497185
6.092,-1.498002
6.092,-1.49708
6.093,-1.49839
6.094,-1.498829
6.095,-1.497409
6.096,-1.4958
6.097,-1.496812
6.097,-1.497267
6.098,-1.49908
6.099,-1.4999
6.1,-1.500296
6.101,-1.501566
6.102,-1.502868
6.102,-1.503044
6.103,-1.503236
6.104,-1.504231
6.105,-1.503381
6.106,-1.502275
6.107,-1.503196
6.107,-1.504259
6.108,-1.503517
6.109,-1.502499
6.11,-1.505431
6.111,-1.506455
6.112,-1.506464
6.112,-1.505808
6.113,-1.508909
6.114,-1.507523
6.115,-1.506902
6.116,-1.507291
6.117,-1.509223
6.117,-1.507308
6.118,-1.507223
6.119,-1.50702
6.12,-1.505507
6.121,-1.505101
6.122,-1.506701
6.122,-1.505711
6.123,-1.504634
6.124,-1.504087
6.125,-1.503439
6.126,-1.502462
6.127,-1.503575
6.127,-1.50492
6.128,-1.503362
6.129,-1.504362
6.13,-1.50442
6.131,-1.501585
6.132,-1.502178
6.132,-1.500882
6.133,-1.500104
6.134,-1.496915
6.135,-1.496221
6.136,-1.49527
6.137,-1.494511
6.137,-1.492581
6.138,-1.492696
6.139,-1.492369
6.14,-1.491486
6.141,-1.491372
6.142,-1.489879
6.142,-1.488023
6.143,-1.487781
6.144,-1.486903
6.145,-1.485638
6.146,-1.485309
6.147,-1.485249
6.147,-1.484663
6.148,-1.482992
6.149,-1.484113
6.15,-1.485295
6.151,-1.484439
6.152,-1.486063
6.152,-1.486011
6.153,-1.486184
6.154,-1.486706
6.155,-1.488145
6.156,-1.487365
6.157,-1.487354
6.157,-1.487246
6.158,-1.486379
6.159,-1.486644
6.16,-1.488219
6.161,-1.487569
6.162,-1.488714
6.162,-1.491249
6.163,-1.49202
6.164,-1.492475
6.165,-1.493499
6.166,-1.49429
6.167,-1.49434
6.167,-1.495314
6.168,-1.495007
6.169,-1.496684
6.17,-1.495764
6.171,-1.493601
6.171,-1.495937
6.172,-1.495733
6.173,-1.49672
6.174,-1.497954
6.175,-1.498721
6.176,-1.496661
6.176,-1.500389
6.177,-1.50023
6.178,-1.500376
6.179,-1.501075
6.18,-1.500463
6.181,-1.500028
6.181,-1.499421
6.182,-1.497192
6.183,-1.494705
6.184,-1.495814
6.185,-1.495968
6.186,-1.496325
6.186,-1.496055
6.187,-1.496367
6.188,-1.496675
6.189,-1.497448
6.19,-1.496311
6.191,-1.496663
6.191,-1.498019
6.192,-1.495571
6.193,-1.494675
6.194,-1.492733
6.195,-1.49216
6.196,-1.491664
6.196,-1.491878
6.197,-1.489385
6.198,-1.489863
6.199,-1.492621
6.2,-1.490654
6.201,-1.490535
6.201,-1.489787
6.202,-1.488632
6.203,-1.48998
6.204,-1.489474
6.205,-1.490652
6.206,-1.489206
6.206,-1.486411
6.207,-1.486889
6.208,-1.487046
6.209,-1.487143
6.21,-1.487192
6.211,-1.485982
6.211,-1.486609
6.212,-1.486791
6.213,-1.486195
6.214,-1.485381
6.215,-1.486244
6.216,-1.486252
6.216,-1.484724
6.217,-1.485074
6.218,-1.485071
6.219,-1.484682
6.22,-1.481576
6.221,-1.482331
6.221,-1.4826
6.222,-1.48257
6.223,-1.484565
6.224,-1.485304
6.225,-1.486041
6.226,-1.485201
6.226,-1.485031
6.227,-1.486273
6.228,-1.486128
6.229,-1.485803
6.23,-1.484796
6.231,-1.482132
6.231,-1.482257
6.232,-1.482313
6.233,-1.481574
6.234,-1.482987
6.235,-1.484378
6.236,-1.483948
6.236,-1.483137
6.237,-1.484355
6.238,-1.48392
6.239,-1.483776
6.24,-1.483485
6.241,-1.483485
6.241,-1.483199
6.242,-1.483357
6.243,-1.484032
6.244,-1.481953
6.245,-1.481358
6.246,-1.481745
6.246,-1.480415
6.247,-1.481091
6.248,-1.482034
6.249,-1.482926
6.25,-1.483573
6.251,-1.482916
6.251,-1.484518
6.252,-1.484577
6.253,-1.484269
6.254,-1.486366
6.255,-1.484326
6.256,-1.484531
6.256,-1.485111
6.257,-1.485159
6.258,-1.485289
6.259,-1.485937
6.26,-1.487122
6.261,-1.486676
6.261,-1.488469
6.262,-1.488274
6.263,-1.488595
6.264,-1.487821
6.265,-1.48798
6.265,-1.488121
6.266,-1.488711
6.267,-1.489919
6.268,-1.489988
6.269,-1.489679
6.27,-1.489733
6.27,-1.489908
6.271,-1.490567
6.272,-1.491381
6.273,-1.49187
6.274,-1.494047
6.275,-1.494778
6.275,-1.496191
6.276,-1.497488
6.277,-1.497543
6.278,-1.49676
6.279,-1.496409
6.28,-1.49577
6.28,-1.496386
6.281,-1.498097
6.282,-1.498869
6.283,-1.499098
6.284,-1.498698
6.285,-1.499992
6.285,-1.50228
6.286,-1.503328
6.287,-1.502735
6.288,-1.502602
6.289,-1.50181
6.29,-1.500489
6.29,-1.499717
6.291,-1.499044
6.292,-1.500174
6.293,-1.500548
6.294,-1.500926
6.295,-1.498665
6.295,-1.496789
6.296,-1.496637
6.297,-1.495806
6.298,-1.496273
6.299,-1.498216
6.3,-1.499548
6.3,-1.500994
6.301,-1.499625
6.302,-1.498094
6.303,-1.496677
6.304,-1.496267
6.305,-1.497774
6.305,-1.497517
6.306,-1.497478
6.307,-1.498131
6.308,-1.499009
6.309,-1.499081
6.31,-1.499374
6.31,-1.499469
6.311,-1.499677
6.312,-1.500018
6.313,-1.500282
6.314,-1.499746
6.315,-1.500739
6.315,-1.502034
6.316,-1.500664
6.317,-1.499769
6.318,-1.500842
6.319,-1.498574
6.32,-1.498422
6.32,-1.497228
6.321,-1.496466
6.322,-1.496584
6.323,-1.496434
6.324,-1.495687
6.325,-1.495332
6.325,-1.49535
6.326,-1.49554
6.327,-1.494536
6.328,-1.492891
6.329,-1.492307
6.33,-1.491988
6.33,-1.492285
6.331,-1.493362
6.332,-1.493461
6.333,-1.492639
6.334,-1.490952
6.335,-1.490587
6.335,-1.48978
6.336,-1.487486
6.337,-1.487865
6.338,-1.488776
6.339,-1.488451
6.34,-1.489212
6.34,-1.490074
6.341,-1.491513
6.342,-1.492438
6.343,-1.49264
6.344,-1.494557
6.345,-1.496145
6.345,-1.497028
6.346,-1.497239
6.347,-1.496729
6.348,-1.497407
6.349,-1.498038
6.35,-1.497082
6.35,-1.496038
6.351,-1.494745
6.352,-1.493317
6.353,-1.493849
6.354,-1.495284
6.355,-1.495827
6.355,-1.496399
6.356,-1.497703
6.357,-1.500249
6.358,-1.50282
6.359,-1.504412
6.359,-1.504529
6.36,-1.505061
6.361,-1.505278
6.362,-1.503554
6.363,-1.502823
6.364,-1.502936
6.364,-1.502309
6.365,-1.502122
6.366,-1.501002
6.367,-1.499688
6.368,-1.499277
6.369,-1.499245
6.369,-1.498523
6.37,-1.498501
6.371,-1.499798
6.372,-1.500422
6.373,-1.501563
6.374,-1.501076
6.374,-1.499726
6.375,-1.498647
6.376,-1.497241
6.377,-1.49461
6.378,-1.491504
6.379,-1.489103
6.379,-1.48687
6.38,-1.485531
6.381,-1.484982
6.382,-1.483858
6.383,-1.483188
6.384,-1.483798
6.384,-1.482952
6.385,-1.482919
6.386,-1.483089
6.387,-1.483868
6.388,-1.484523
6.389,-1.484995
6.389,-1.48541
6.39,-1.486574
6.391,-1.488164
6.392,-1.48765
6.393,-1.486331
6.394,-1.485666
6.394,-1.484503
6.395,-1.484198
6.396,-1.484772
6.397,-1.485537
6.398,-1.488254
6.399,-1.490853
6.399,-1.490323
6.4,-1.489665
6.401,-1.490474
6.402,-1.490932
6.403,-1.491797
6.404,-1.492628
6.404,-1.49176
6.405,-1.490922
6.406,-1.489603
6.407,-1.488944
6.408,-1.488662
6.409,-1.48865
6.409,-1.488228
6.41,-1.48751
6.411,-1.487288
6.412,-1.487515
6.413,-1.488255
6.414,-1.488542
6.414,-1.488672
6.415,-1.489556
6.416,-1.490712
6.417,-1.491653
6.418,-1.491664
6.419,-1.489775
6.419,-1.488557
6.42,-1.489333
6.421,-1.48957
6.422,-1.488769
6.423,-1.487682
6.424,-1.485951
6.424,-1.4848
6.425,-1.484989
6.426,-1.486533
6.427,-1.48792
6.428,-1.487902
6.429,-1.487384
6.429,-1.486408
6.43,-1.485055
6.431,-1.485185
6.432,-1.484291
6.433,-1.482313
6.434,-1.481301
6.434,-1.481648
6.435,-1.483335
6.436,-1.483731
6.437,-1.484001
6.438,-1.482648
6.439,-1.481502
6.439,-1.481216
6.44,-1.481533
6.441,-1.48141
6.442,-1.482133
6.443,-1.48239
6.444,-1.482179
6.444,-1.482889
6.445,-1.482537
6.446,-1.482119
6.447,-1.481851
6.448,-1.480084
6.449,-1.479004
6.449,-1.479007
6.45,-1.480416
6.451,-1.481762
6.452,-1.482437
6.453,-1.48374
6.453,-1.48598
6.454,-1.486258
6.455,-1.486836
6.456,-1.485734
6.457,-1.483997
6.458,-1.482736
6.458,-1.483431
6.459,-1.48469
6.46,-1.486238
6.461,-1.487446
6.462,-1.48755
6.463,-1.486765
6.463,-1.487251
6.464,-1.488058
6.465,-1.487908
6.466,-1.488009
6.467,-1.488303
6.468,-1.488783
6.468,-1.488997
6.469,-1.489685
6.47,-1.489415
6.471,-1.487771
6.472,-1.486973
6.473,-1.486271
6.473,-1.484556
6.474,-1.483199
6.475,-1.482736
6.476,-1.482914
6.477,-1.4838
6.478,-1.483425
6.478,-1.482963
6.479,-1.481668
6.48,-1.479026
6.481,-1.476722
6.482,-1.474841
6.483,-1.473727
6.483,-1.474208
6.484,-1.474147
6.485,-1.473149
6.486,-1.472971
6.487,-1.474297
6.488,-1.474619
6.488,-1.474973
6.489,-1.475438
6.49,-1.476995
6.491,-1.475915
6.492,-1.475705
6.493,-1.477399
6.493,-1.477507
6.494,-1.477908
6.495,-1.476582
6.496,-1.476851
6.497,-1.477041
6.498,-1.475422
6.498,-1.476933
6.499,-1.478372
6.5,-1.478553
6.501,-1.480196
6.502,-1.480774
6.503,-1.481388
6.503,-1.482062
6.504,-1.480647
6.505,-1.48142
6.506,-1.480405
6.507,-1.480908
6.508,-1.479929
6.508,-1.479798
6.509,-1.479363
6.51,-1.478231
6.511,-1.476978
6.512,-1.479249
6.513,-1.481965
6.513,-1.481389
6.514,-1.480885
6.515,-1.481835
6.516,-1.48363
6.517,-1.483193
6.518,-1.482207
6.518,-1.482833
6.519,-1.483769
6.52,-1.484441
6.521,-1.48492
6.522,-1.485384
6.523,-1.48658
6.523,-1.485421
6.524,-1.484616
6.525,-1.485748
6.526,-1.48464
6.527,-1.486014
6.528,-1.487411
6.528,-1.487765
6.529,-1.487403
6.53,-1.487136
6.531,-1.489138
6.532,-1.489605
6.533,-1.489192
6.533,-1.488287
6.534,-1.488111
6.535,-1.48762
6.536,-1.486367
6.537,-1.485586
6.538,-1.484851
6.538,-1.484048
6.539,-1.484613
6.54,-1.483108
6.541,-1.482944
6.542,-1.481467
6.543,-1.481707
6.543,-1.4784
6.544,-1.480034
6.545,-1.481275
6.546,-1.48152
6.547,-1.480462
6.547,-1.48118
6.548,-1.478364
6.549,-1.478713
6.55,-1.47815
6.551,-1.479101
6.552,-1.479037
6.552,-1.479551
6.553,-1.48019
6.554,-1.478725
6.555,-1.479043
6.556,-1.479478
6.557,-1.48107
6.557,-1.481062
6.558,-1.481901
6.559,-1.483964
6.56,-1.483234
6.561,-1.482923
6.562,-1.483704
6.562,-1.485523
6.563,-1.486961
6.564,-1.488477
6.565,-1.489034
6.566,-1.487878
6.567,-1.487253
6.567,-1.489433
6.568,-1.488919
6.569,-1.490219
6.57,-1.49115
6.571,-1.492636
6.572,-1.491593
6.572,-1.489524
6.573,-1.488351
6.574,-1.48743
6.575,-1.488547
6.576,-1.487431
6.577,-1.486687
6.577,-1.484798
6.578,-1.485322
6.579,-1.487223
6.58,-1.485938
6.581,-1.486567
6.582,-1.48651
6.582,-1.484935
6.583,-1.482577
